Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",67.21193807202572,90.84794634826665,96.00143447981534,30,84,24,0,30,19,28,15,9.152040856321355,10.161913710504324,87,28,90,22.768569120323082,10,1,36,21,33,-4.867445904304327,33.4319344530186,21,36,180,27.019515995619955,10,1,36,66,15,7.068037045882033,6.935076116029906,87,72,90,24,1,20.61201060520041,23.769794775494802
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",76.03363080182889,92.26494189999357,92.28185463170452,30,84,0,3,30,19,28,15,-3.9331139049404786,14.46737724430075,100,28,270,21.40782068275155,10,1,36,21,33,-0.16509397944969972,7.116047860660151,36,72,0,27.44781032786096,10,1,36,60,15,5.30551787191741,-64.50479731631158,100,72,90,24,1,21.540793970005836,23.830184810679462
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",77.92489199905764,80.3369134411472,87.47214309829847,30,84,24,0,30,19,28,15,1.515230356189785,20.600606577886754,87,28,270,20.27074353600618,10,1,36,21,33,9.747311216626434,15.300185179995026,21,36,90,29.27615725921389,10,1,36,66,15,2.059984984297091,-80.01232908132378,87,72,180,24,1,20.11207332809171,23.22311720233521
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",69.22153996614269,100.59506460850962,92.85488823866945,30,84,0,39,30,19,28,15,9.838274747062368,13.649833484409221,100,64,90,20.422498294775277,10,1,36,21,33,5.678024116630421,8.247788574619637,36,21,0,26.5590945948443,10,1,36,60,15,-1.1968205781494365,-58.67220855685788,100,36,180,24,1,24.56219306404109,24.596061278783694
B-022,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",71.45412842611674,58.770185374465015,99.08605242454189,30,84,57,3,30,19,28,15,16.421520307886944,-18.84709948355718,48,66,180,21.561402699754673,10,1,36,21,33,7.61043679036396,7.280560703819772,21,36,90,29.54129396302143,10,1,0,0,0,-9.082518338412473,8.755733745383548,0,0,0,0,1,21.429194220385423,20.190770087074732
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",95.50013057277833,38.44483501176286,96.97225964773523,30,84,36,24,30,19,28,15,5.954288128784047,-5.229544274436645,28,87,90,22.39421457410874,10,1,36,21,33,5.753653904531188,3.8953862067972063,36,21,90,25.064016711114476,10,1,0,0,0,9.64525202104178,7.617411146523512,0,0,0,0,1,23.063693112280834,20.062742489500256
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",55.45815656046933,63.29560153086516,96.89882908589175,30,84,66,3,30,19,28,15,-24.30292785586932,7.27630776264385,28,28,270,20.28905657572158,10,1,36,21,33,-23.90329553555195,7.416094068532001,66,57,180,25.479023957182008,10,1,0,0,0,-104.7585310400375,-5.481691548612815,0,0,270,0,1,24.007611329346215,21.688787709798753
B-022,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",68.24572616692801,61.24593099264911,89.67618815211603,30,84,57,3,30,19,28,15,7.386153937084407,-16.518196102492794,48,66,180,23.802199569980687,10,1,36,21,33,-14.11049712353132,7.728019096506792,21,36,0,27.564837085875837,10,1,0,0,0,9.201381944473592,-57.469809717607276,0,0,90,0,1,21.546382663391363,23.786994006200068
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",94.11385997595644,38.72441121672039,99.88095233858807,30,84,0,33,30,19,28,15,31.783389323128795,-41.470710853881585,28,28,180,23.68651908247965,10,1,36,21,33,9.466978023849544,-2.269892351558129,36,87,90,29.68598649426306,10,1,0,0,0,8.921932194498536,6.414332672158352,0,0,0,0,0,20.303997295966763,20.104740945602604
B-049,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",74.92695689884535,93.2771851261433,104.26424508821758,30,84,0,39,30,19,28,15,-1.8746223676894473,33.51323402095528,100,64,270,21.22845675294664,10,1,36,21,33,8.955215866240348,10.87697144407819,36,21,90,29.013196993750192,10,1,36,60,15,-4.77104069776386,7.215931003755092,100,36,0,24,1,24.58900367214993,21.389910550173845
B-013,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",70.842844529978,62.67456314590653,99.29699292273364,30,84,0,3,30,19,28,15,10.870486585783947,-13.675116129078484,60,58,180,22.348723652289628,10,1,30,21,33,-13.059366306085472,7.856314518800556,60,30,0,29.153291569759492,10,1,0,0,0,8.298391756416695,-46.12060918214594,0,0,90,0,1,22.289906107701583,23.43434349334443
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",54.61799518409433,59.427334685532905,90.55450087228584,30,84,3,57,30,19,28,15,3.870470255623704,5.98652711451,66,49,0,22.225032786907082,10,1,36,21,33,5.19945092742959,4.5505584952917,36,21,90,29.831656334398975,10,1,0,0,0,-105.71701452099533,4.008852299408367,0,0,270,0,1,20.530982742640116,20.545641330093954
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.76951845049818,37.36983383510183,96.44033922651971,30,84,0,33,30,19,28,15,29.37919333172612,9.9816229047751,28,28,0,20.424666142997797,10,1,36,21,33,9.217493623327915,-9.181612730025364,36,87,90,26.605444459500596,10,1,0,0,0,-69.57160938498475,-28.039419770874183,0,0,270,0,1,22.70181969035598,21.928097196323513
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",60.352681541064285,87.9756042027422,89.06272877729143,30,84,27,66,30,19,28,15,6.990624106703942,8.519562639342418,28,28,180,21.961708644004922,10,1,30,21,33,-6.452278405708109,9.13470897486911,21,66,0,25.786228603620955,10,1,36,60,15,-100.04652504864063,7.663851101298178,96,66,270,0,1,24.69180431006611,24.26045702090784
B-025,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",56.68508226695305,66.69815545503668,91.52278334806836,30,84,3,60,30,19,28,15,-21.07036924146052,6.657704682771648,57,28,270,20.406806925301,10,1,30,21,33,-2.641888378134258,9.844953355880449,30,21,0,27.89920296143066,10,1,0,0,0,-103.81139111156403,-9.514957254435998,0,0,270,0,1,24.454320920283152,20.920745987651667
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",57.376796342096725,65.02030678993347,88.82859501479334,30,84,33,0,30,19,28,15,-19.199798975173724,6.604285116567307,28,28,270,24.19027296982594,10,1,36,21,33,-10.670128529071794,8.3763065847294,66,57,180,29.442815384649133,10,1,0,0,0,-16.070939566355385,6.587259073267154,0,0,0,0,1,21.040926618973888,22.940373718077993
B-056,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""21,0 ;
87,0 ;
87,72 ;
0,72 ;
0,36 ;
21,36 ;
21,0""",72.84096899788372,94.36139847363997,99.38598370685331,30,84,24,72,30,19,28,15,14.46562191939693,14.941401947587662,87,64,180,23.487518579050274,10,1,36,21,33,-8.985585184921838,37.104718852482456,21,72,180,28.76928511172558,10,1,36,66,15,7.2947780212944275,-20.49060296693269,87,36,90,24,1,24.56521552543231,23.842973651612194
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",65.15795541963516,101.40013358243348,101.0636850732294,30,84,69,60,30,19,28,15,-12.225661937415019,24.64193546815918,63,28,270,20.63640891962134,10,1,30,21,33,7.440798777225829,9.100721337300998,102,21,0,28.33830494176207,10,1,36,60,15,7.814408704856222,-34.06974542441529,36,60,90,24,0,24.672050497835365,21.19446280249093
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.030291147519236,61.751494800201,93.88801536771804,30,84,30,0,30,19,28,15,8.730901486893458,3.378661711846121,27,60,90,20.774543721963393,10,1,30,21,33,-22.946944017786322,7.589801216242856,66,60,0,28.047926593690452,10,1,0,0,0,6.206175711198101,-58.34149576766221,0,0,90,0,0,21.904734264733758,20.653263031573577
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",63.22887040362041,65.01393711484944,104.35988372386382,30,84,30,0,30,19,28,15,-17.255633590141912,8.99892942673285,27,60,270,24.87768419201045,10,1,30,21,33,4.209460435997904,8.25526000624373,66,60,180,27.830406902402565,10,1,0,0,0,-95.96639225784571,-14.292690008788492,0,0,270,0,1,20.876955593533722,24.594470034768698
B-057,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,60 ;
60,66 ;
60,60 ;
0,66 ;
0,0""",70.15392073397342,97.44608196231954,88.17718020845717,30,84,27,0,30,19,28,15,-6.921710964526425,30.955998245692403,28,58,270,24.296007295006387,10,1,30,21,33,-3.747665520079922,9.271513635267308,21,30,0,27.872533831363224,10,1,36,60,15,-91.64653442841924,11.155159860016894,96,60,270,0,1,21.996671685543102,23.94707000461422
B-026,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",32.90306608917021,79.77742468352199,93.93806162478715,30,84,24,0,30,19,28,15,-47.64547435868549,9.47635447525557,87,28,270,23.37130068180751,10,1,36,21,33,-33.64350642729629,19.702256585700027,21,36,180,26.321634113630573,10,1,0,0,0,1.4124744363488606,9.245470748884951,0,0,0,0,1,23.787961785196956,23.74023246939837
B-017,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",60.07176698022175,70.49863126589912,92.1384595303152,30,84,3,0,30,19,28,15,-17.565569816225995,10.736318582076512,66,28,270,22.94124610503154,10,1,36,21,33,8.224012720215473,8.448005279346601,36,57,90,28.962726373664573,10,1,0,0,0,-99.63097656901301,-0.8129214230017388,0,0,270,0,1,21.515209376614074,22.504521944345687
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",84.41613433359183,34.37080774652217,91.46201176335666,30,84,36,33,30,19,28,15,7.681943805627347,-40.57087579820396,28,28,90,22.692435841801622,10,1,36,21,33,28.160750397663016,-5.000098314451771,36,87,270,26.720390352230414,10,1,0,0,0,1.7422272259595744,7.647731315920121,0,0,0,0,0,22.027650495732694,24.329512799653784
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",92.65231468755229,69.01761089024862,87.81657947375666,30,84,39,100,30,19,28,15,23.43829494262107,-8.864281034323007,64,28,180,23.19689621061421,10,1,36,21,33,32.21982692011367,8.272318208556676,21,100,270,27.80001156109958,10,1,36,60,15,7.132535054578949,9.354842639625847,36,60,0,24,1,22.75628623006418,20.789896916862727
B-015,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",69.34713413055788,62.84128820171048,97.49470545559186,30,84,0,33,30,19,28,15,10.034331334521315,9.22178392115158,60,28,0,23.46471534093877,10,1,30,21,33,-11.33430864389819,5.294285235065806,60,66,0,28.500081757917847,10,1,0,0,0,-91.13787319762285,-8.002357294150126,0,0,270,0,0,21.28579198572298,24.899037825281518
B-004,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",61.65686265291312,62.51903420660258,88.36519914304571,30,84,66,3,30,19,28,15,7.323089627692632,-5.221838397234201,28,28,90,20.13555843621707,10,1,36,21,33,8.304666705756317,3.7075147528803836,66,57,90,26.68998913308504,10,1,0,0,0,-5.847037460722973,8.893657819565176,0,0,0,0,1,23.208564016405177,22.582578351735343
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",55.15884270768619,102.50500528969799,102.90999297447102,30,84,69,60,30,19,28,15,8.19729292401144,16.865540961841052,63,28,90,20.006345974370262,10,1,30,21,33,-8.230046010775705,42.53996385267001,102,21,180,29.768130809181134,10,1,36,60,15,-102.90266359720735,16.726825131038385,36,60,270,24,0,21.39164013909268,22.583775868045663
B-045,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,102 ;
60,102 ;
60,0 ;
0,0""",94.5568686305828,64.48212768818857,96.2014043866856,30,84,27,102,30,19,28,15,14.083347095516524,7.08892265832933,28,63,0,23.31728924093853,10,1,30,21,33,33.87418851945384,0.2156944715121476,21,102,270,28.345964901943677,10,1,36,60,15,12.59348091004666,5.527396834526355,60,36,0,24,0,23.062086991695352,21.09734040136909
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.01300723674835,36.91797929264016,98.18752616838984,30,84,0,33,30,19,28,15,8.30627133438295,-21.55774848762708,28,28,90,22.088537726604333,10,1,36,21,33,7.845687273363484,7.994696986695466,36,87,0,25.562626769809086,10,1,0,0,0,-68.05312399067596,-1.9162330241772407,0,0,270,0,1,24.3083634904635,24.007084103980976
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",60.60802556341146,59.813041778794826,89.57005140315503,30,84,33,0,30,19,28,15,6.148003867512553,6.139239865660885,28,28,0,24.294489455116558,10,1,36,21,33,0.7366572505276725,2.147320885057516,66,57,180,27.553464066213802,10,1,0,0,0,-18.503005305167527,8.960955081842298,0,0,0,0,1,24.371052603357395,23.993635920496917
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",57.490694857872306,99.93292844465692,91.42991643242586,30,84,3,60,30,19,28,15,1.7889136992113892,7.579004016103777,58,28,0,22.11855844942271,10,1,30,21,33,8.179037832236848,9.616344906893222,30,21,90,25.127924784737964,10,1,36,60,15,4.523893246534557,-59.54073833418464,102,60,180,24,1,22.57242921314794,23.636319256963574
B-027,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",36.08210016924759,93.46820991043133,92.38117335294694,30,84,33,36,30,19,28,15,-4.443559694618819,15.738560812973105,28,28,180,24.818167820929734,10,1,36,21,33,5.856032035263273,10.835779943479395,87,36,90,28.047573247024587,10,1,0,0,0,8.865697017954123,-61.95072809089754,0,0,90,0,1,21.197189149720444,21.90997731180549
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",63.396152780860746,66.361226499097,89.21626422407559,30,84,33,60,30,19,28,15,5.787272507141906,-8.286509191652335,28,28,90,20.309031690625584,10,1,30,21,33,7.228909563753335,7.5431219948920045,66,21,90,27.61949119465775,10,1,0,0,0,-6.669411234950794,5.920422134533973,0,0,0,0,1,23.624458169711886,21.208887590044746
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",81.05301150276621,37.16898812949403,98.51420898023136,30,84,0,24,30,19,28,15,12.836185042300444,-42.78450447136306,28,87,180,20.04828317489845,10,1,36,21,33,21.136196375361,5.08455985252479,36,21,270,25.66372034198524,10,1,0,0,0,-80.64799529468203,4.972890336572256,0,0,270,0,1,21.694664701391762,20.34178407647878
B-051,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",90.9623446349543,65.2377217738232,95.16846940124296,30,84,39,0,30,19,28,15,20.30942650881262,6.141017862355823,64,100,0,24.537036730918253,10,1,36,21,33,7.4001829711467515,7.365484166582529,21,36,90,29.294297922060764,10,1,36,60,15,5.968309876753431,-2.771819327780684,36,100,90,24,1,20.75965569258122,24.779407128889247
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",70.69314722153601,91.88047454727294,100.43867386258506,30,84,39,0,30,19,28,15,10.153330920082407,13.346940970955165,96,57,180,21.446772990116777,10,1,30,21,33,-6.585271404019551,31.253269146463417,96,30,180,25.683635185319638,10,1,36,60,15,2.680615293643024,9.859827659941729,36,60,0,0,1,23.43508460810318,21.01769689846054
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",69.60919409007514,99.54594684455188,100.67568823035344,30,84,27,66,30,19,28,15,-8.003689846689962,22.32583339363399,28,28,270,21.34734556976705,10,1,30,21,33,-4.9938734510395895,5.701293143537353,21,66,0,28.04223294442759,10,1,36,60,15,-92.16874109327091,9.731478689316873,96,66,270,0,1,21.034539519026108,22.386094586078215
B-016,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",62.16208736790062,63.44378991192424,99.916454690828,30,84,60,33,30,19,28,15,8.633134775252902,4.788397506241644,28,28,90,22.243378433074064,10,1,30,21,33,7.889092864948225,7.792674174597847,21,66,90,26.93407293021132,10,1,0,0,0,7.645276147268292,-34.54383233954483,0,0,90,0,1,23.386493669864663,21.139971766766873
B-010,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
96,0 ;
96,66 ;
36,66 ;
36,60 ;
0,60 ;
0,0""",62.92438219566354,100.88284254810884,104.67699196664121,30,84,39,0,30,19,28,15,-17.39375509886557,20.471316355360255,96,57,270,22.00984954782797,10,1,30,21,33,8.826132598317162,19.425119788726413,96,30,90,29.927461237737045,10,1,36,60,15,-95.38886161461362,10.112187257055613,36,60,270,0,1,24.87954400076869,20.27481403215775
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",92.85392676278451,36.432048835996014,95.56391467118668,30,84,0,33,30,19,28,15,18.067347517336167,7.4585005474259365,28,28,0,21.669598739980806,10,1,36,21,33,8.163062429922407,-23.57349375037788,36,87,180,27.044097035179668,10,1,0,0,0,8.472657129988031,-123.99007940186316,0,0,180,0,1,23.287190798826344,22.59223456597858
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",94.22053723544636,32.58639102817235,99.59341301591215,30,84,36,33,30,19,28,15,9.255226874498698,7.032898211854799,28,28,0,20.60756803191014,10,1,36,21,33,34.66465806978532,-39.13594456945138,36,87,270,28.946696454149766,10,1,0,0,0,-64.59790495099388,-41.9290756324112,0,0,270,0,1,21.68740487854414,22.4562565804473
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",57.111326908152776,96.50985286882424,95.93431730491,30,84,102,27,30,19,28,15,9.305839737011741,9.89882686836868,63,28,90,20.1589313584412,10,1,30,21,33,2.9182245923374737,9.080022049307132,102,21,0,25.667410655262277,10,1,36,60,15,-24.954247170903283,-63.16407258774041,36,60,180,24,1,22.898176155217953,24.49375252611187
B-053,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",101.56650197097106,77.41697385460942,102.39964488093355,30,84,3,100,30,19,28,15,21.7150152120249,16.89025700676246,28,28,270,24.14925952836822,10,1,36,21,33,9.976496089037546,8.308523983847088,72,100,0,29.49270850065546,10,1,36,60,15,-58.75866596979117,-0.03455793706652521,72,60,270,24,1,20.542585359331373,22.31312184303245
