Room_ID,Description,Number_of_Vertices,Shape_Type,Co-ordinates,Room_Length,Room_Width,Room_Height,Door_Width,Door_Height,Door_X_Position,Door_Y_Position,Door_Swing_Clearance,Toilet_Width,Toilet_Depth,Toilet_Height,Toilet_X_Position,Toilet_Y_Position,Toilet_X_End,Toilet_Y_End,Toilet_Rotation,Toilet_Front_Clearance,Toilet_Side_Clearance,Has_Toilet,Sink_Width,Sink_Depth,Sink_Height,Sink_X_Position,Sink_Y_Position,Sink_X_End,Sink_Y_End,Sink_Rotation,Sink_Front_Clearance,Sink_Side_Clearance,Has_Sink,Bathtub_Width,Bathtub_Depth,Bathtub_Height,Bathtub_X_Position,Bathtub_Y_Position,Bathtub_X_End,Bathtub_Y_End,Bathtub_Rotation,Bathtub_Entry_Clearance,Has_Bathtub,Bathtub_Front_Clearance,Bathtub_Side_Clearance
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",62.75688457855667,106.97760630604154,89.60879642299527,30,84,102,27,30,19,28,15,0.0,29.59907149656871,63,28,90,35.85760630604153,22.86,1,30,21,33,-13.262614255761717,0.0,102,21,0,11.956884578556675,22.86,1,36,60,15,0.0,-18.734282695708078,36,60,90,24,1,-45.42239369395847,30
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",63.65843866215509,105.79385094961347,91.85210441360613,30,84,69,0,30,19,28,15,0.8859824048870294,34.67385094961347,63,60,180,-7.461561337844913,22.86,1,30,21,33,-9.189056563574898,0.0,102,60,0,12.858438662155095,22.86,1,36,60,15,-88.74156133784491,12.821071703844005,36,60,270,24,1,-46.606149050386534,30
B-018,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",51.6142317940685,67.98472385559447,87.52740028102157,30,84,33,57,30,19,28,15,1.6984828935625234,-3.1352761444055375,28,49,180,-19.505768205931503,22.86,1,36,21,33,-7.06419359338015,17.18472385559447,66,21,180,0.8142317940685047,22.86,1,0,0,0,-0.8953268045705837,-84.41527614440554,0,0,180,0,1,-100.7857682059315,30
B-033,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.406548598032835,110.14221365666789,95.40469845887517,30,84,69,0,30,19,28,15,0.0,13.892703844750216,63,60,90,39.02221365666789,22.86,1,30,21,33,-14.504018248304837,0.0,102,60,0,7.606548598032838,22.86,1,36,60,15,-11.70524586352853,-42.257786343332114,36,60,180,24,1,-93.99345140196718,30
B-003,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",52.08937140370086,61.29517583762768,102.12526418224053,30,84,33,0,30,19,28,15,0.0,-8.341412789933731,28,28,90,-9.824824162372323,22.86,1,36,21,33,-21.118904486058902,10.495175837627684,66,57,180,1.2893714037008621,22.86,1,0,0,0,-18.46582573793518,0.0,0,0,0,0,1,-100.31062859629915,30
B-034,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",57.71372508961066,112.14692273278479,90.87530203963794,30,84,3,60,30,19,28,15,6.230197212101113,41.02692273278478,58,28,180,-13.406274910389342,22.86,1,30,21,33,-1.7778821019898874,0.0,30,21,0,6.913725089610665,22.86,1,36,60,15,0.0,-29.96794211940648,102,60,90,24,1,-40.25307726721522,30
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",103.45051248753589,66.1178709085351,98.45053058867511,30,84,39,100,30,19,28,15,32.330512487535884,8.169500706656867,64,28,270,-5.002129091464909,22.86,1,36,21,33,52.65051248753589,-2.174510359700263,21,100,270,15.317870908535099,22.86,1,36,60,15,26.47196087182069,0.0,36,60,0,24,1,-48.94948751246412,30
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",61.70732545050582,97.40555770009998,99.92223204118451,30,84,0,3,30,19,28,15,5.9813436310387695,26.28555770009997,59,60,180,-9.412674549494184,22.86,1,30,21,33,-0.448530989590664,0.0,30,60,0,10.907325450505823,22.86,1,36,60,15,0.0,-36.03237453370057,102,60,90,24,1,-54.99444229990003,30
B-052,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,100 ;
72,100 ;
72,0 ;
0,0""",95.67074893387684,70.54456849303678,98.76287810065918,30,84,39,100,30,19,28,15,13.646395735160663,-0.575431506963227,64,28,180,24.550748933876832,22.86,1,36,21,33,7.6906977147429805,19.74456849303678,21,100,180,44.87074893387684,22.86,1,36,60,15,4.73035603583509,0.0,36,60,0,24,1,-56.72925106612317,30
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",61.161053291777684,60.834851453311764,97.65970850122002,30,84,3,57,30,19,28,15,-9.95894670822232,0.07488058712777759,66,49,270,-10.28514854668824,22.86,1,36,21,33,10.361053291777687,-4.076537154013196,36,21,270,10.034851453311767,22.86,1,0,0,0,0.0,-56.87352607781003,0,0,90,0,1,-91.56514854668825,30
B-019,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,57 ;
66,57 ;
66,0 ;
0,0""",51.664067601052245,67.48027320292394,104.7695512998335,30,84,3,57,30,19,28,15,-19.45593239894776,4.456783381900738,66,49,270,-3.639726797076065,22.86,1,36,21,33,0.8640676010522483,-2.7409382397027033,36,21,270,16.680273202923942,22.86,1,0,0,0,-22.119242833544618,-84.91972679707607,0,0,180,0,1,-100.73593239894777,30
B-042,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.56454190813124,100.76420097753247,104.02193313963116,30,84,102,27,30,19,28,15,8.496684773626594,0.0,63,28,0,-12.555458091868765,22.86,1,30,21,33,-5.4181689859569655,0.0,102,21,0,7.764541908131243,22.86,1,36,60,15,-93.83545809186876,10.587446223941756,36,60,270,24,1,-51.63579902246754,30
B-001,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",63.654992841085516,71.88548399743297,100.29675595956273,30,84,30,0,30,19,28,15,7.440010288230304,0.7654839974329661,27,60,180,-7.465007158914489,22.86,1,30,21,33,-12.439449569599077,21.085483997432974,66,60,180,12.854992841085519,22.86,1,0,0,0,-88.74500715891449,-0.1964651118841839,0,0,270,0,1,-80.51451600256704,30
B-031,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",88.29840495616791,34.03311221126641,88.45006157846782,30,84,0,24,30,19,28,15,10.433561189263065,0.0,28,87,0,17.17840495616791,22.86,1,36,21,33,2.0489755370652176,-16.766887788733584,36,21,180,37.49840495616792,22.86,1,0,0,0,11.997870720254713,-118.36688778873359,0,0,180,0,1,-64.10159504383209,30
B-059,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,0 ;
60,0 ;
60,6 ;
96,6 ;
96,66 ;
0,66 ;
0,0""",65.70870562439522,101.03228618670055,97.22498697012827,30,84,27,66,30,19,28,15,11.166234661749007,29.91228618670054,28,28,180,-5.411294375604783,22.86,1,30,21,33,-8.149504609335732,0.0,21,66,0,14.908705624395225,22.86,1,36,60,15,-4.404658521336566,0.0,96,66,0,0,1,-86.69129437560478,30
B-024,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",56.569242103604395,62.025256070069915,95.77770354765404,30,84,33,60,30,19,28,15,-14.55075789639561,0.3273527804175941,28,28,270,-9.09474392993009,22.86,1,30,21,33,-5.7945528555291,11.225256070069918,66,21,180,5.769242103604398,22.86,1,0,0,0,0.0,-20.925531403796302,0,0,90,0,0,-90.37474392993009,30
B-021,Bathroom - Half Bath (2-Wall),4,Rectangle,"""0,0 ;
0,66 ;
57,66 ;
57,0 ;
0,0""",63.97218626042393,53.65450910208425,96.12758068850097,30,84,0,3,30,19,28,15,4.940214796184042,0.0,28,66,0,-7.147813739576073,22.86,1,36,21,33,0.0,1.3084210793097242,57,36,90,2.8545091020842506,22.86,1,0,0,0,-3.643688254983471,-98.74549089791576,0,0,180,0,1,-88.42781373957607,30
B-009,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,36 ;
66,36 ;
66,72 ;
0,72 ;
0,0""",77.41829877688039,91.41125202656553,92.6610228860645,30,84,33,0,30,19,28,15,6.298298776880387,41.41323588640839,28,28,270,20.29125202656553,22.86,1,36,21,33,0.0,30.89251415416917,87,36,90,40.61125202656554,22.86,1,36,60,15,0.3949157964527411,0.0,60,72,0,24,1,-74.98170122311961,30
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",54.44353431311095,95.64686928667146,104.73645439896758,30,84,0,3,30,19,28,15,0.0,11.571482474094775,59,60,90,24.526869286671456,22.86,1,30,21,33,0.0,8.36382717178341,30,60,90,44.84686928667146,22.86,1,36,60,15,0.0,-55.49681656564723,102,60,90,24,0,-56.753130713328545,30
B-030,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",81.44439218915088,38.37011167272068,93.03068510684734,30,84,36,24,30,19,28,15,28.74915038396579,-32.74988832727932,28,87,180,10.32439218915087,22.86,1,36,21,33,30.644392189150878,-20.25039808602394,36,21,270,-12.429888327279315,22.86,1,0,0,0,0.0,-100.04229970664417,0,0,90,0,1,-114.02988832727932,30
B-007,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",61.238391272872114,102.64502580356975,90.14574649517594,30,84,0,3,30,19,28,15,0.0,31.103797513183856,59,60,90,31.525025803569747,22.86,1,30,21,33,0.0,45.812122300593145,30,60,90,51.845025803569754,22.86,1,36,60,15,-91.16160872712788,15.986527983080418,102,60,270,24,1,-49.754974196430254,30
B-058,Bathroom - Three-Quarter Bath (Wall Facing),6,L-Shaped,"""0,6 ;
0,66 ;
96,66 ;
96,0 ;
36,0 ;
36,6 ;
0,6""",70.66311527554026,95.30370599253546,99.90508694437966,30,84,39,66,30,19,28,15,12.099863258541864,24.18370599253545,96,28,180,-0.4568847244597407,22.86,1,30,21,33,-2.9289743992435713,0.0,96,66,0,19.863115275540267,22.86,1,36,60,15,-5.03168849761165,0.0,36,66,0,0,1,-81.73688472445974,30
B-012,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,66 ;
60,6 ;
60,0 ;
0,0""",63.93911998802033,59.99748893545666,98.64955657980619,30,84,60,3,30,19,28,15,0.0,-3.1229365463213217,28,58,90,-11.122511064543346,22.86,1,30,21,33,13.139119988020333,-13.896657185101411,21,30,270,9.197488935456661,22.86,1,0,0,0,-11.832048858776437,0.0,0,0,0,0,1,-88.46088001197967,30
B-047,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",74.5695425405529,106.39335496119391,90.19832483724456,30,84,0,3,30,19,28,15,3.4495425405528977,17.55888631165458,100,28,270,35.2733549611939,22.86,1,36,21,33,23.769542540552905,12.031972471440655,36,72,270,55.59335496119391,22.86,1,36,60,15,-0.5607293266937842,-46.0066450388061,100,72,180,24,1,-77.8304574594471,30
B-054,Bathroom - Three-Quarter Bath (2-Wall) - Center,6,L-Shaped,"""0,0 ;
87,0 ;
87,72 ;
21,72 ;
21,36 ;
0,36 ;
0,0""",68.88982541675917,86.24686645540501,100.9031045099847,30,84,24,0,30,19,28,15,17.160880140938694,15.126866455405008,87,28,180,-2.2301745832408386,22.86,1,36,21,33,-3.418452177390914,35.446866455405015,21,36,180,18.08982541675917,22.86,1,36,66,15,-83.51017458324084,9.340570885054946,87,72,270,24,1,-66.153133544595,30
B-005,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,36 ;
87,36 ;
87,0 ;
0,0""",38.244757903863054,93.56478621787352,90.32877893970216,30,84,33,0,30,19,28,15,-3.645155188403887,22.444786217873514,28,28,180,-32.87524209613695,22.86,1,36,21,33,0.0,3.1704216984692564,87,36,90,42.76478621787352,22.86,1,0,0,0,0.0,-25.974337477862477,0,0,90,0,1,-58.83521378212649,30
B-029,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",81.71036240129447,35.65822668575669,99.87333246898743,30,84,36,33,30,19,28,15,10.59036240129447,-4.017292959230224,28,28,270,-35.46177331424332,22.86,1,36,21,33,0.0,-13.196521197390968,36,87,90,-15.14177331424331,22.86,1,0,0,0,5.409113883283544,-116.74177331424332,0,0,180,0,1,-70.68963759870553,30
B-008,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",72.62863963182475,94.5740714531209,103.33173878981978,30,84,100,3,30,19,28,15,5.787317575898673,23.45407145312089,28,28,180,1.5086396318247495,22.86,1,36,21,33,-0.7396826973833778,0.0,100,72,0,21.828639631824757,22.86,1,36,60,15,-79.77136036817525,0.02814172060768354,60,72,270,24,0,-57.82592854687911,30
B-035,Bathroom - Three-Quarter Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
102,60 ;
102,0 ;
0,0""",58.37230769743741,102.13392938429146,98.70976593584197,30,84,69,60,30,19,28,15,-12.747692302562598,26.099284338449998,63,28,270,31.01392938429146,22.86,1,30,21,33,7.5723076974374095,19.70478456115255,102,21,270,51.333929384291466,22.86,1,36,60,15,-8.871908768297985,-50.26607061570854,36,60,180,24,1,-94.0276923025626,30
B-032,Bathroom - Half Bath (2-Wall) - Facing,4,Rectangle,"""0,0 ;
0,87 ;
36,87 ;
36,0 ;
0,0""",89.42297457132719,35.774408969692,97.97487675917839,30,84,0,33,30,19,28,15,0.0,-20.878683095678728,28,28,90,-35.34559103030801,22.86,1,36,21,33,1.9763785848185287,-15.025591030308,36,87,180,38.62297457132719,22.86,1,0,0,0,-62.97702542867282,-13.632575796606833,0,0,270,0,1,-116.62559103030802,30
B-002,Bathroom - Half Bath (1-Wall),4,Rectangle,"""0,0 ;
0,60 ;
66,60 ;
66,0 ;
0,0""",60.149450525243076,67.46928602734364,90.14252053634387,30,84,66,3,30,19,28,15,0.0,-1.9846508593630952,27,60,90,-3.650713972656362,22.86,1,30,21,33,0.0,0.06571602075624682,66,60,90,16.669286027343645,22.86,1,0,0,0,-92.25054947475692,-3.328406816523677,0,0,270,0,1,-84.93071397265636,30
B-048,Bathroom - Three-Quarter Bath (2-Wall),4,Rectangle,"""0,0 ;
0,72 ;
100,72 ;
100,0 ;
0,0""",79.01842805568181,98.25630500913908,91.83179409832346,30,84,100,39,30,19,28,15,0.0,9.79178745711435,28,64,90,27.13630500913908,22.86,1,36,21,33,0.5668356470309783,0.0,100,21,0,28.218428055681812,22.86,1,36,60,15,0.0,-3.6781732926672026,60,36,90,24,1,-54.14369499086092,30
